Date,iddate,ANTPAL,CORTOW,EPTFUS,EUDMAC,EUMPER,EUMUND,LASBLO,LASCIN,LASNOC,LASXAN,MACCAL,MYOCAL,MYOCIL,MYOEVO,MYOOCC,MYOTHY,MYOVEL,MYOVOL,MYOYUM,NYCFEM,NYCMAC,PARHES,TADBRA,NOID,TotBatDet,NOISE,Species
8/31/2019,SN493093 2019-08-31,4,,47,,,,,3,10,3,,1,8,1,,,13,4,2,,,,18,80,196,65,13
9/1/2019,SN493093 2019-09-01,16,1,51,,,,7,11,24,5,,3,11,,,,56,13,3,1,,2,45,189,438,157,15
9/2/2019,SN493093 2019-09-02,7,2,34,,,,5,5,25,1,,,2,,,,9,1,1,4,,9,91,145,341,141,14
9/3/2019,SN493093 2019-09-03,7,2,55,,,,,10,24,7,,2,2,,,,13,4,2,2,,13,105,163,409,191,13
9/4/2019,SN493093 2019-09-04,4,2,51,,,,2,9,23,6,,1,7,1,,,15,4,1,,,5,73,76,280,112,15
9/5/2019,SN493093 2019-09-05,7,,27,,,,,,11,,,1,6,,,,23,2,3,,,3,60,72,215,135,10
9/6/2019,SN493093 2019-09-06,9,,50,,,,3,4,9,1,,,5,1,,,12,,3,,,2,28,52,179,126,12
9/7/2019,SN493093 2019-09-07,27,1,27,,,1,7,5,17,,,,9,,,,19,8,6,,1,7,27,83,245,119,14
9/8/2019,SN493093 2019-09-08,15,,20,,,,,9,27,5,,,4,,,,6,1,,3,,2,88,96,276,182,11
9/9/2019,SN493093 2019-09-09,8,,9,,,,6,14,34,3,,,1,,,,11,2,,1,,1,103,102,295,214,12
9/10/2019,SN493093 2019-09-10,4,,65,,,,7,6,9,3,,,3,,,,26,4,1,,1,5,45,108,287,118,13
9/11/2019,SN493093 2019-09-11,3,1,19,,,,,16,55,,,,,,,,4,1,,2,,,55,101,257,195,9
9/12/2019,SN493093 2019-09-12,1,,10,,,,,2,18,,,,,,,,5,4,,3,,4,13,31,91,97,9
9/13/2019,SN493093 2019-09-13,,,21,,,,3,12,42,,,,2,,,,4,,,2,,2,54,63,205,203,9
9/14/2019,SN493093 2019-09-14,11,,60,,,1,3,26,42,8,,1,8,,,,21,5,3,1,,14,142,196,542,246,15
9/15/2019,SN493093 2019-09-15,2,,5,,,1,9,20,67,2,,,1,,,,4,3,,4,,3,110,133,364,220,13
9/16/2019,SN493093 2019-09-16,1,,5,,,,,11,43,,,,2,,,,29,3,,,,1,74,75,244,198,9
9/17/2019,SN493093 2019-09-17,,1,11,,,,2,25,85,1,,,2,,,,7,3,,6,,1,97,116,357,188,12
9/18/2019,SN493093 2019-09-18,,,10,,,2,,15,31,,,,2,,,,4,1,1,,2,4,26,61,159,121,11
9/19/2019,SN493093 2019-09-19,,1,7,,,,,6,25,11,,,,,,,,,,6,2,18,39,54,169,118,9
9/20/2019,SN493093 2019-09-20,,,9,,,,,11,26,4,,2,2,,,,,,3,6,,,59,41,163,110,9
9/21/2019,SN493093 2019-09-21,2,,18,,,1,2,12,19,4,,,,,,,2,1,2,5,,4,38,40,150,132,13
9/22/2019,SN493093 2019-09-22,,1,15,,,1,2,35,63,1,,,,,,,2,,,1,,22,199,135,477,226,11
9/23/2019,SN493093 2019-09-23,,,33,,,1,,46,96,3,,,1,,1,,,1,,1,,3,167,184,537,637,11
9/24/2019,SN493093 2019-09-24,1,,3,,,,4,10,44,,,,,,,,2,1,,1,,28,65,39,198,282,10
9/25/2019,SN493093 2019-09-25,,,,,,,,3,5,1,,,1,,,,,1,,,,1,7,11,30,94,7
9/26/2019,SN493093 2019-09-26,2,,2,,,,3,2,33,1,,,1,,,,9,2,,,,15,46,27,143,194,11
9/27/2019,SN493093 2019-09-27,,,4,,,,,2,11,,,,,,,,2,1,,,,2,14,16,52,71,7
9/28/2019,SN493093 2019-09-28,,,17,,,,1,6,9,,,,1,,,,1,3,,,,3,20,28,89,110,9
9/29/2019,SN493093 2019-09-29,,,4,,,1,,2,7,1,,,,,,,1,,,1,1,5,5,23,51,74,10
9/30/2019,SN493093 2019-09-30,,,2,,,,,8,3,,,,,,,,,1,,,,,3,19,36,65,5
10/1/2019,SN493093 2019-10-01,1,,,,,1,,4,2,1,,,,,,,,,1,,2,1,5,9,27,62,9
10/2/2019,SN493093 2019-10-02,,,,,,,,1,1,,,,,,,,,,,1,1,3,2,10,19,82,6
10/3/2019,SN493093 2019-10-03,,,2,,,,,2,2,,,,1,,,,,,,,1,,1,8,17,56,6
10/4/2019,SN493093 2019-10-04,,,3,,,,,,2,,,,,,,,1,,1,,,,,5,12,43,4
10/5/2019,SN493093 2019-10-05,,,,,,,,,1,,,,,,,,,,,1,,2,,3,7,48,3
10/6/2019,SN493093 2019-10-06,,,1,,,,4,,,,,,,,,,,,,,,,,1,6,15,2
10/7/2019,SN493093 2019-10-07,,,,,,,,,,,,,1,,,,,,,,,,1,4,6,15,2
10/8/2019,SN493093 2019-10-08,,,,,,,,,,,,,,,,,,,,1,,,,1,2,29,1
10/9/2019,SN493093 2019-10-09,,,,,,,,,,,,,,,,,,,,,,,,1,1,33,0
10/10/2019,SN493093 2019-10-10,,,2,,,,1,,4,1,,,,,,,,,,1,,1,14,9,33,81,7
10/11/2019,SN493093 2019-10-11,,,,,,,,,2,,,,,,,,,,,4,,,2,3,11,61,3
10/12/2019,SN493093 2019-10-12,,,1,,,,,,,,,1,,,,,,,,,,,1,2,5,24,3
10/13/2019,SN493093 2019-10-13,,,,,,,,1,1,,,,,,,,,,,,1,,1,3,7,16,4
10/14/2019,SN493093 2019-10-14,,,,,,1,,1,,,,,,,,,,,,3,,,1,6,12,69,4
10/15/2019,SN493093 2019-10-15,,,1,,,,,2,2,,,1,,,,,,,,1,,,1,3,11,36,6
10/16/2019,SN493093 2019-10-16,,,1,,,,,,,,,,,,,,,,,1,,,,1,3,13,2
10/17/2019,SN493093 2019-10-17,,,1,,,,,,1,,,,,,,,,,1,,,10,2,3,18,17,5
10/18/2019,SN493093 2019-10-18,,,,,,,,,,,,,,,,,,,,1,,,,0,1,9,1
10/19/2019,SN493093 2019-10-19,,,1,,,,,,,1,,,,,,,,,,,,,2,0,4,35,3
10/20/2019,SN493093 2019-10-20,,,4,,,,,,4,2,,,,,,,,,,2,,2,13,14,41,114,6
10/21/2019,SN493093 2019-10-21,,,3,,,,,1,1,,,1,,,,,,,,,,,3,0,9,44,5
10/22/2019,SN493093 2019-10-22,,,3,,,,,,,,,,1,,,,,,1,1,,,,1,7,56,4
10/23/2019,SN493093 2019-10-23,,,4,,,,,,,,,,,,,,,,,,,,6,5,15,23,2
10/24/2019,SN493093 2019-10-24,,,1,,,,,1,2,1,,,,,,,,,,1,,2,5,5,18,89,7
10/25/2019,SN493093 2019-10-25,,,,,,,,,,,,,,,,,,,,,,,,0,0,39,0
10/26/2019,SN493093 2019-10-26,,,,,,,,,,,,,,,,,,,,2,,,1,4,7,35,2
10/27/2019,SN493093 2019-10-27,,,3,,,,,,,,,3,,,,,,,1,,,,1,1,9,177,4
10/28/2019,SN493093 2019-10-28,,,1,,,,,,,1,,,,,,,,,,,,,1,2,5,89,3
10/29/2019,SN493093 2019-10-29,,,,,,,,1,1,1,,,,,,,,,,3,,2,,8,16,124,5
10/30/2019,SN493093 2019-10-30,,,,,,,,,1,,,,,,,,,,,,,,1,1,3,81,2
10/31/2019,SN493093 2019-10-31,,,2,,,,,1,,,,,,,,,,,,,,,2,9,14,78,3
11/1/2019,SN493093 2019-11-01,,,1,,,,,,2,2,,,,,,,,,,,,,4,8,17,43,4
11/2/2019,SN493093 2019-11-02,,,,,,,,,1,,,,,,,,,,1,,,,4,2,8,77,3
11/3/2019,SN493093 2019-11-03,,,1,,,,,,,,,,,,,,,,,,1,1,4,2,9,56,4
11/4/2019,SN493093 2019-11-04,,,,,,,,1,1,,,,,,,,,,,,,1,,2,5,60,3
11/5/2019,SN493093 2019-11-05,,,,,,,,2,,,,,,,,,,,,,,,,2,4,60,1
11/6/2019,SN493093 2019-11-06,,,5,,,,,,5,,,,,,,,,,,,,,4,10,24,22,3
11/7/2019,SN493093 2019-11-07,,,3,,,,,1,1,,,,,,,,,,,,,1,3,0,9,16,5
11/8/2019,SN493093 2019-11-08,,,,,,,,,,,,,,,,,,,,,,,,0,0,8,0
11/9/2019,SN493093 2019-11-09,,,,,,,,1,2,,,,,,,,,,,,,,4,4,11,19,3
11/10/2019,SN493093 2019-11-10,,,1,,,,1,,3,,,,,,,,,,,,,1,3,2,11,40,5
11/11/2019,SN493093 2019-11-11,,,1,,,,,2,2,,,,,,,,,,,,,,1,4,10,24,4
11/12/2019,SN493093 2019-11-12,,,,,,,,1,,,,,,,,,,,,,,,2,6,9,19,2
11/13/2019,SN493093 2019-11-13,,,,,,,,,,,,,,,,,,,,,,,,1,1,19,0
11/14/2019,SN493093 2019-11-14,,,,,,,,,,,,,,,,,,,,,,,1,2,3,17,1
11/15/2019,SN493093 2019-11-15,,,,,,,,,1,,,,,,,,,,,,,,1,0,2,10,2
11/16/2019,SN493093 2019-11-16,,,,,,,,,,,,,,,,,,,,,,4,,3,7,20,1
11/17/2019,SN493093 2019-11-17,,,,,,,,,2,,,,,,,,,,,,,,2,1,5,56,2
11/18/2019,SN493093 2019-11-18,,,,,,,,,,,,,,,,,,,,,,,,0,0,9,0
11/19/2019,SN493093 2019-11-19,,,,,,,,,,,,,,,,,,,,,,,,0,0,211,0
11/20/2019,SN493093 2019-11-20,,,,,,,,,,,,,,,,,,,,1,,,,0,1,8,1
11/21/2019,SN493093 2019-11-21,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0
11/22/2019,SN493093 2019-11-22,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,0
11/23/2019,SN493093 2019-11-23,,,,,,,,1,,,,,,,,,,,,,,,1,2,4,3,2
11/24/2019,SN493093 2019-11-24,,,,,,,,,,,,,,,,,,,,,,,,2,2,16,0
11/25/2019,SN493093 2019-11-25,,,,,,,,,,,,,,,,,,,,,,,,2,2,24,0
11/26/2019,missing,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
11/27/2019,missing,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
11/28/2019,missing,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
11/29/2019,missing,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
11/30/2019,SN493093 2019-11-30,,,,,,,,,,,,,1,,,,,,,,,,3,2,6,17,2
12/1/2019,SN493093 2019-12-01,,,,,,,,2,,,,,,,,,,,,,,,5,1,8,35,2
12/2/2019,SN493093 2019-12-02,,,,,,,,2,2,,,,,,,,1,,,,,,,2,7,25,3
12/3/2019,SN493093 2019-12-03,,,,,,,,1,,,,,,,,,,,,,,,2,2,5,16,2
12/4/2019,SN493093 2019-12-04,,,,,,,,2,,,,,,,,,,,,,,,2,4,8,152,2
12/5/2019,SN493093 2019-12-05,,,,,,,,2,,,,,,,,,,,,,,1,8,5,16,21,3
12/6/2019,SN493093 2019-12-06,,,,,,,,,,,,,,,,,,,,,,1,,1,2,10,1
12/7/2019,SN493093 2019-12-07,,,,,,,,,,,,,,,,,,,,,,,,0,0,7,0
12/8/2019,SN493093 2019-12-08,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,0
12/9/2019,SN493093 2019-12-09,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,0
12/10/2019,SN493093 2019-12-10,,,,,,,,,,,,,,,,,,,,,,,,1,1,13,0
12/11/2019,SN493093 2019-12-11,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,0
12/12/2019,SN493093 2019-12-12,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0
12/13/2019,SN493093 2019-12-13,,,,,,,,,,,,,,,,,,,,,,,1,0,1,6,1
12/14/2019,SN493093 2019-12-14,,,,,,,,1,1,,,,,,,,,,,,,,2,5,9,26,3
12/15/2019,SN493093 2019-12-15,,,,,,,,,1,,,,,,,,,,,,,,,0,1,2,1
12/16/2019,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/17/2019,SN493093 2019-12-17,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0
12/18/2019,SN493093 2019-12-18,,,,,,,,,,,,,,,,,,,,,,,,0,0,9,0
12/19/2019,SN493093 2019-12-19,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,0
12/20/2019,SN493093 2019-12-20,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,0
12/21/2019,SN493093 2019-12-21,,,,,,,,,,,,,,,,,,,,,,,1,1,2,7,1
12/22/2019,SN493093 2019-12-22,,,,,,,,,2,,,,,,,,,,,1,,,1,3,7,15,3
12/23/2019,SN493093 2019-12-23,,,,,,,,2,,,,,,,,,,,,,,,,0,2,137,1
12/24/2019,SN493093 2019-12-24,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,0
12/25/2019,SN493093 2019-12-25,,,,,,,,,1,,,,,,,,,,,,,,,0,1,2,1
12/26/2019,SN493093 2019-12-26,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0
12/27/2019,SN493093 2019-12-27,,,,,,,,,,,,,,,,,,,,,,,,0,0,30,0
12/28/2019,SN493093 2019-12-28,,,,,,,,,,,,,,,,,,,,,,,1,1,2,11,1
12/29/2019,SN493093 2019-12-29,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,0
12/30/2019,SN493093 2019-12-30,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0
12/31/2019,SN493093 2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0
1/1/2020,SN493093 2020-01-01,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0
1/2/2020,SN493093 2020-01-02,,,1,,,,,,,,,,,,,,,,,,,1,1,0,3,1,3
1/3/2020,SN493093 2020-01-03,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,0
1/4/2020,SN493093 2020-01-04,,,,,,,,,,,,,,,,,,,,,,1,,0,1,4,1
1/5/2020,SN493093 2020-01-05,,,,,,,,1,1,,,,,,,,,,,,,18,,0,20,22,3
1/6/2020,SN493093 2020-01-06,,,,,,,,,1,,,,,,,,,,,,,,,0,1,10,1
1/7/2020,SN493093 2020-01-07,,,,,,,,,,,,,,,,,,,,,,,2,1,3,15,1
1/8/2020,SN493093 2020-01-08,,,,,,,,,,,,,,,,,,,,,,,1,0,1,6,1
1/9/2020,SN493093 2020-01-09,,,,,,,,,1,,,,,,,,,,,,,,5,0,6,3,2
1/10/2020,SN493093 2020-01-10,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
1/11/2020,SN493093 2020-01-11,,,,,,,,,,,,,,,,,,,,,,,,0,0,9,0
1/12/2020,SN493093 2020-01-12,,,,,,,,,,,,,,,,,,,,,,,1,1,2,15,1
1/13/2020,SN493093 2020-01-13,,,,,,,,,,,,,,,,,,,,,,,,0,0,6,0
1/14/2020,SN493093 2020-01-14,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0
1/15/2020,SN493093 2020-01-15,,,,,,,,,,,,,,,,,,,,,,1,,1,2,9,1
1/16/2020,SN493093 2020-01-16,,,,,,,,2,,,,,,,,,,,,,,,,1,3,7,1
1/17/2020,SN493093 2020-01-17,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,0
1/18/2020,SN493093 2020-01-18,,,1,,,,,,,,,,,,,,,,,,,21,,0,22,9,2
1/19/2020,SN493093 2020-01-19,,,,,,,,3,1,,,,,,,,,,,,,3,1,1,9,20,4
1/20/2020,SN493093 2020-01-20,,,2,,,,,1,,,,1,,,,,,,,,,1,3,0,8,27,5
1/21/2020,SN493093 2020-01-21,,,,,,,,1,,,,,,,,,,,,,,,,2,3,4,1
1/22/2020,SN493093 2020-01-22,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0
1/23/2020,SN493093 2020-01-23,,,,,,,,,3,,,,,,,,,,,,,1,,1,5,13,2
1/24/2020,SN493093 2020-01-24,,,,,,,,,,,,,,,,,,,,,,5,1,1,7,13,2
1/25/2020,SN493093 2020-01-25,,,,,,,,,,,,,,,,,,,,,,1,,0,1,16,1
1/26/2020,SN493093 2020-01-26,,,,,,,,,,,,,,,,,,,,,,3,1,0,4,16,2
1/27/2020,SN493093 2020-01-27,,,,,,,,,,,,,,,,,,,,,,9,2,0,11,7,2
1/28/2020,SN493093 2020-01-28,,,,,,,,,,,,,,,,,,,,,,17,1,1,19,20,2
1/29/2020,SN493093 2020-01-29,,,,,,,,,1,,,,,,,,,,,,,,,1,2,8,1
1/30/2020,SN493093 2020-01-30,,,,,,,,,1,,,,,,,,,,,1,,9,1,2,14,6,4
1/31/2020,SN493093 2020-01-31,,,1,,,,,,2,,,,,,,,,,,1,,9,,1,14,7,4
2/1/2020,SN493093 2020-02-01,,,,,,,,2,2,,,,,,,,,,,,,25,,0,29,34,3
2/2/2020,SN493093 2020-02-02,,,1,,,,,,,,,,,,,,,,,,,8,,2,11,33,2
2/3/2020,SN493093 2020-02-03,,,1,,,,,,,,,,,,,,,,,,,,2,5,8,42,2
2/4/2020,SN493093 2020-02-04,,,,,,,,,1,,,,,,,,,,,,,,,1,2,31,1
2/5/2020,SN493093 2020-02-05,,,,,,,,,,,,,,,,,,,,,,,1,0,1,16,1
2/6/2020,SN493093 2020-02-06,,,,,,,,3,1,,,,,,,,,,,,,,2,4,10,35,3
2/7/2020,SN493093 2020-02-07,,,1,,,,,,,,,,,,,,,,,,,,,1,2,26,1
2/8/2020,SN493093 2020-02-08,,,,,,,,,1,,,1,,,,,,,,,,,1,2,5,28,3
2/9/2020,SN493093 2020-02-09,,,,,,,,,,,,,1,,,,3,,,,,,,3,7,9,2
2/10/2020,SN493093 2020-02-10,,,,,,,,1,1,,,,,,,,,,,,,,,0,2,74,2
2/11/2020,SN493093 2020-02-11,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0
2/12/2020,SN493093 2020-02-12,,,,,,,,,,,,,,,,,,,,,,,,0,0,13,0
2/13/2020,SN493093 2020-02-13,,,,,,,,,1,,,,,,,,,,,,,,,0,1,9,1
2/14/2020,SN493093 2020-02-14,,,,,,,,,,,,,,,,,,,,,,4,,0,4,26,1
2/15/2020,SN493093 2020-02-15,,,,,,,,,,,,1,,,,,,,,,,,1,0,2,13,2
2/16/2020,SN493093 2020-02-16,,,,,,,1,,,,,,,,,,1,,,,,1,,2,5,12,3
2/17/2020,SN493093 2020-02-17,,,,,,,,,1,,,,,,,,,,,,,1,,1,3,2,2
2/18/2020,SN493093 2020-02-18,,,,,,,,1,1,,,,,,,,,,,,,2,,1,5,10,3
2/19/2020,SN493093 2020-02-19,,,1,,,,,,2,,,,,,,,,,,,,2,,1,6,23,3
2/20/2020,SN493093 2020-02-20,,,,,,,,1,1,,,,,,,,,,,,,2,2,2,8,15,4
2/21/2020,SN493093 2020-02-21,,,4,,,,,3,6,,,,,,,,,,,,,,3,6,22,79,4
2/22/2020,SN493093 2020-02-22,,,1,,,,,,,,,,,,,,,,,,,,1,0,2,9,2
2/23/2020,SN493093 2020-02-23,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,0
2/24/2020,SN493093 2020-02-24,,,1,,,,,1,,,,,1,,,,,,,,,,,0,3,20,3
2/25/2020,SN493093 2020-02-25,,,1,,,,,1,,,,,,,,,,,,,,2,3,3,10,14,4
2/26/2020,SN493093 2020-02-26,,,,,,,,2,,,,,,,,,,,,,,,2,0,4,5,2
2/27/2020,SN493093 2020-02-27,,,1,,,,1,2,5,,,,,,,,,,,,,,,6,15,29,4
2/28/2020,SN493093 2020-02-28,,,,,,,,,4,,,,,,,,,,,,,,1,1,6,21,2
2/29/2020,SN493093 2020-02-29,,,,,,,,,1,,,,,,,,,,,,,1,,0,2,30,2
3/1/2020,SN493093 2020-03-01,,,1,,,,,1,3,,,,,,,,,,,,,2,,4,11,19,4
3/2/2020,SN493093 2020-03-02,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,0
3/3/2020,SN493093 2020-03-03,,,5,,,,1,1,5,,,,2,,,,2,,,,,,2,7,25,59,7
3/4/2020,SN493093 2020-03-04,,,,,,,,,,,,,,,,,3,,,,,,,1,4,12,1
3/5/2020,SN493093 2020-03-05,,,,,,,,,,,,,,,,,3,,,,,,,2,5,21,1
3/6/2020,SN493093 2020-03-06,,,1,,,,,,,,,,,,,,1,,,,,4,,2,8,19,3
3/7/2020,SN493093 2020-03-07,,,1,,,,,6,3,,,1,,,,,2,,,,,2,5,8,28,115,7
3/8/2020,SN493093 2020-03-08,,,,,,,,,1,,,,,,,,1,,,,,1,,2,5,20,3
3/9/2020,SN493093 2020-03-09,,,,,,,,2,1,,,,,,,,,,,,,,4,8,15,52,3
3/10/2020,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/11/2020,SN493093 2020-03-11,,,2,,,,,14,,,,,,,,,,,,1,,,27,32,76,212,4
3/12/2020,SN493093 2020-03-12,,,,,,,,2,1,,,,,,,,1,,,,,,,3,7,60,3
3/13/2020,SN493093 2020-03-13,,,,,,,,6,1,,,,,,,,,,,,,,4,8,19,58,3
3/14/2020,SN493093 2020-03-14,,,,,,,,,1,,,,,,,,,,,,,,1,0,2,12,2
3/15/2020,SN493093 2020-03-15,,,1,,,,,,,,,,1,,,,,,,,,,1,4,7,27,3
3/16/2020,SN493093 2020-03-16,,,,,,,,1,1,,,,2,,,,24,,,,,,2,34,64,51,5
3/17/2020,SN493093 2020-03-17,,,,,,,,3,1,,,,5,,,,19,,,,,,7,40,75,93,5
3/18/2020,SN493093 2020-03-18,,,,,,,,4,,,,,,,,,,,,,,,,2,6,76,1
3/19/2020,SN493093 2020-03-19,,,1,,,,,,,,,,,,,,,,,,,,1,3,5,27,2
3/20/2020,SN493093 2020-03-20,,,,,,,,,,,,,2,,,,1,,,,,,8,11,22,65,3
3/21/2020,SN493093 2020-03-21,,,,,,,,3,,,,2,,,,,1,,,,,,2,7,15,36,4
3/22/2020,SN493093 2020-03-22,,,1,,,,,1,2,,,,,,1,,1,,,,,,1,2,9,45,6
3/23/2020,SN493093 2020-03-23,,,,,,,,2,,1,,,,,,,,,,,,,2,4,9,34,3
3/24/2020,SN493093 2020-03-24,,,,,,,,,1,,,,,,,,1,,,,,,1,4,7,38,3
3/25/2020,SN493093 2020-03-25,,,,,,,,5,2,,,,1,,,,1,,,,,,5,4,18,41,5
3/26/2020,SN493093 2020-03-26,,,6,,,,,6,8,,,1,7,,,,15,1,,,,,11,38,93,163,8
3/27/2020,SN493093 2020-03-27,,,,,,,,,,,,,,,,,3,1,,,,,1,15,20,30,3
3/28/2020,SN493093 2020-03-28,,,1,,,,,3,,,,,1,,,,24,5,,,,,2,32,68,62,6
3/29/2020,SN493093 2020-03-29,,,2,,,,,2,,,,,4,,,,18,,,,,,1,24,51,87,5
3/30/2020,SN493093 2020-03-30,,,,,,,,,,,,,1,,1,1,41,1,,,,1,,21,67,103,6
3/31/2020,SN493093 2020-03-31,,,,,,,,4,2,,,2,7,,,,55,7,,,,2,4,30,113,116,8
4/1/2020,SN493093 2020-04-01,,,1,,,,,4,,,,,3,,,,40,1,,,,,2,49,100,163,6
4/2/2020,SN493093 2020-04-02,,,2,,,,,1,,,,5,3,,,,42,2,,,,1,1,49,106,183,8
4/3/2020,SN493093 2020-04-03,,,,,,,,1,1,,,1,3,,,,28,3,,,,,1,34,72,111,7
4/4/2020,SN493093 2020-04-04,,,1,,,,,2,2,,,,2,,,,38,,,,,2,,48,95,143,6
4/5/2020,SN493093 2020-04-05,,,1,,,,,2,,,,,3,,,,30,4,,,,1,1,36,78,121,7
4/6/2020,SN493093 2020-04-06,,,,,,,,2,1,,,1,3,,,,22,2,1,,,2,,49,83,197,8
4/7/2020,SN493093 2020-04-07,,,,,,,,1,1,,,,1,,,,29,4,,,,1,,37,74,147,6
4/8/2020,SN493093 2020-04-08,,,1,,,,,,2,,,,4,,,,42,6,,,,,1,61,117,266,6
4/9/2020,SN493093 2020-04-09,,,7,,,,,,3,,,1,8,,,,17,2,,,,,1,31,70,195,7
4/10/2020,SN493093 2020-04-10,,,5,,,,,6,6,,,7,14,,,,65,6,,,,3,3,104,219,339,9
4/11/2020,SN493093 2020-04-11,,,,,,,1,1,,,,1,4,,,,39,4,,,,,2,47,99,140,7
4/12/2020,SN493093 2020-04-12,1,,3,,,,1,8,5,,,2,6,,,,76,5,,,,1,1,82,191,224,11
4/13/2020,SN493093 2020-04-13,,,11,,,,1,5,6,,,1,4,,,,29,8,,,,,5,57,127,229,9
4/14/2020,SN493093 2020-04-14,2,,12,,,,,1,2,,,11,9,,,,40,7,,,,3,5,83,175,353,10
4/15/2020,SN493093 2020-04-15,,,,,,,,,2,,,1,7,,,,13,2,1,,,1,,39,66,84,7
4/16/2020,SN493093 2020-04-16,,,5,,,,,2,2,,,,2,,,,15,2,,,,,,29,57,118,6
4/17/2020,SN493093 2020-04-17,1,,18,,,,,4,3,,,9,38,,,,223,29,,,,,3,292,620,386,9
4/18/2020,SN493093 2020-04-18,1,,38,,,,,2,2,,,,6,,,,39,4,,,,,3,50,145,146,8
4/19/2020,SN493093 2020-04-19,,,18,,,,,4,3,,,,4,,1,,25,5,,,,,5,68,133,122,8
4/20/2020,SN493093 2020-04-20,,,9,,,,,,5,,,,,,,,27,2,,,,,2,48,93,145,5
4/21/2020,SN493093 2020-04-21,1,,28,,,,1,6,,,,,6,,,,37,9,,,,,5,102,195,219,8
4/22/2020,SN493093 2020-04-22,2,,55,,,,19,5,1,,,1,15,,,,101,15,,,,2,1,153,370,390,11
4/23/2020,SN493093 2020-04-23,2,,76,,,,12,3,8,,,,4,,,,47,7,,1,,3,4,101,268,237,11
4/24/2020,SN493093 2020-04-24,6,2,79,,,,6,2,10,,,3,8,,1,,65,13,,,,1,30,143,369,336,13
